timerange,plug,light,ventilation_use,heating_use,cooling_use,temperature_15min_avg,humidity_15min_avg,Co2,pm10_15min_avg,pm25_15min_avg,tvoc_15min_avg,illuminance_15min_avg,heatcool,plug_change,Co2_change,weekday,occupancy,light_waste,heatcool_waste,plug_waste
2024-10-01 15:15:00,0.8057812,0.69003093,0.006270819,0.002343381,0.00014156,26.70000076,54.93333333,528.7333333,1.066666667,1.066666667,14.6,59.8,0.002484941,0.06770829999999994,7.466666600000053,0,1.0,0.0,0.0,0.0
2024-10-01 15:30:00,0.7863715,0.6395589,0.005416667,0.00234021,0.00014156,26.70000076,54.04666646,518.2,1.866666667,1.866666667,10.4,60.8,0.0024817700000000003,-0.019409699999999974,-10.533333299999981,0,1.0,0.0,0.0,0.0
2024-10-01 15:45:00,0.76222223,0.62446696,0.006104153,0.002331754,0.00014342,26.77333298,54.11333364,501.0,1.866666667,1.866666667,9.0,61.2,0.002475174,-0.02414927,-17.200000000000045,0,1.0,0.0,0.0,0.0
2024-10-01 16:00:00,0.72836804,0.72014236,0.006398425,0.002343381,0.00014342,26.80666593,53.95333328,511.7333333,2.133333333,2.0,5.866666667,58.8,0.002486801,-0.033854190000000006,10.733333300000027,0,1.0,0.0,0.0,0.0
2024-10-01 16:15:00,0.76222223,0.5895101,0.006135415,0.002338096,0.00014183,26.89999962,53.98666662,520.3333333,2.0,2.0,7.533333333,57.73333333,0.002479926,0.033854190000000006,8.600000000000023,0,1.0,0.0,0.0,0.0
2024-10-01 16:30:00,0.76222223,0.6761151,0.00604686,0.002346552,0.00014289,26.95333316,54.06000036,540.2666667,2.0,2.0,11.0,59.66666667,0.002489442,0.0,19.933333399999924,0,1.0,0.0,0.0,0.0
2024-10-01 16:45:00,0.76222223,0.70770586,0.005666667,0.002343381,0.00014369,27.0,53.59333369,532.2,1.866666667,1.8,10.06666667,59.33333333,0.002487071,0.0,-8.066666699999928,0,1.0,0.0,0.0,0.0
2024-10-01 17:00:00,0.7042187,0.60452634,0.005916667,0.00234021,0.00014448,27.0,53.12666626,533.8,2.0,2.0,8.266666667,60.0,0.0024846900000000003,-0.058003530000000025,1.599999999999909,0,1.0,0.0,0.0,0.0
2024-10-01 17:15:00,0.7389431,0.67581433,0.005916667,0.002343381,0.00014209,27.11333377,52.82000046,533.3333333,1.933333333,1.933333333,7.2,60.0,0.002485471,0.03472439999999999,-0.4666666999999052,0,1.0,0.0,0.0,0.0
2024-10-01 17:30:00,0.76222223,0.68977946,0.0055,0.002342324,0.00014076,27.18666738,51.69999975,522.6,1.8,1.8,5.533333333,60.4,0.002483084,0.023279130000000037,-10.733333300000027,0,1.0,0.0,0.0,0.0
2024-10-01 17:45:00,0.7845139,0.6755265,0.00600781,0.002338096,0.00014289,27.23333359,51.78666662,523.8666667,1.866666667,1.866666667,5.6,53.13333333,0.002480986,0.022291669999999986,1.2666666999999734,0,1.0,0.0,0.0,0.0
2024-10-01 18:00:00,0.76222223,0.6751758,0.005833333,0.002337039,0.00014369,27.29333267,51.1600001,533.8666667,1.666666667,1.666666667,4.8,53.0,0.002480729,-0.022291669999999986,10.0,0,1.0,0.0,0.0,0.0
2024-10-01 18:15:00,0.69711804,0.70532143,0.005630193,0.002337039,0.0001413,27.29999924,50.1,501.1333333,2.0,2.0,6.066666667,53.0,0.002478339,-0.06510419,-32.73333339999999,0,1.0,0.0,0.0,0.0
2024-10-01 18:30:00,0.684809,0.5755737,0.00525,0.002343381,0.00014395,27.22000046,49.63999964,498.8,1.4,1.4,6.866666667,53.0,0.0024873309999999997,-0.012309039999999993,-2.3333332999999925,0,1.0,0.0,0.0,0.0
2024-10-01 18:45:00,0.7194097,0.6544336,0.00525,0.002341267,0.00014315,27.23333359,49.49333344,482.4,1.4,1.4,7.8,53.0,0.002484417,0.03460070000000004,-16.400000000000034,0,1.0,0.0,0.0,0.0
2024-10-01 19:00:00,0.7089583,0.7196541,0.004916667,0.002338096,0.00014156,27.29999924,48.96666641,492.5333333,1.8,1.8,7.266666667,53.0,0.0024796560000000002,-0.0104514,10.133333300000004,0,1.0,0.0,0.0,0.0
2024-10-01 19:15:00,0.6855555,0.56030273,0.006020819,0.002342324,0.00014183,27.20666733,48.34666672,475.4666667,1.666666667,1.666666667,6.266666667,53.0,0.0024841539999999997,-0.023402800000000057,-17.066666599999962,0,1.0,0.0,0.0,0.0
2024-10-01 19:30:00,0.6874132,0.7052189,0.005617173,0.002343381,0.00014156,27.10666707,47.45999985,462.2,1.866666667,1.866666667,6.066666667,53.0,0.002484941,0.0018576999999999622,-13.26666670000003,0,1.0,0.0,0.0,0.0
2024-10-01 19:45:00,0.7186632,0.7252631,0.005333333,0.00234021,0.00014103,27.04000015,46.21333389,454.6666667,1.666666667,1.666666667,5.2,53.0,0.00248124,0.03125,-7.533333299999981,0,1.0,0.0,0.0,0.0
2024-10-01 20:00:00,0.71156245,0.59027344,0.00604686,0.00234021,0.00014289,26.95999985,45.13999964,445.4666667,2.0,2.0,5.2,2.866666667,0.0024831000000000002,-0.007100749999999989,-9.199999999999989,0,1.0,0.0,0.0,0.0
2024-10-01 20:15:00,0.20895833,0.0896818,0.00578384,0.002343381,0.00014209,26.86666616,44.61999995,442.7333333,1.933333333,1.933333333,5.4,2.8,0.002485471,-0.50260412,-2.7333333999999923,0,1.0,0.0,0.0,0.0
2024-10-01 20:30:00,0.11836806,0.0,0.005270819,0.002341267,0.00014448,26.76666641,44.3600001,443.9333333,2.0,2.0,7.266666667,2.666666667,0.002485747,-0.09059027,1.1999999999999886,0,1.0,0.0,0.0,0.0
2024-10-01 20:45:00,0.15222223,0.0,0.005109374,0.002338096,0.00014475,26.68000069,43.69333293,438.4,2.066666667,2.066666667,4.8,3.666666667,0.002482846,0.03385416999999999,-5.533333300000038,0,0.0,0.0,0.002482846,0.0
2024-10-01 21:00:00,0.16378473,0.0,0.005762139,0.002341267,0.00014448,26.60000038,43.25999985,436.0666667,2.133333333,2.133333333,5.333333333,4.0,0.002485747,0.011562500000000003,-2.3333332999999925,0,0.0,0.0,0.002485747,0.0
2024-10-01 21:15:00,0.1514757,0.0,0.00525,0.002342324,0.00014315,26.54000015,43.15333354,433.0666667,2.466666667,2.466666667,5.266666667,3.6,0.0024854739999999997,-0.012309029999999999,-3.0,0,0.0,0.0,0.0024854739999999997,0.0
2024-10-01 21:30:00,0.14251737,0.0,0.005083333,0.002343381,0.00014289,26.43333308,42.68666687,429.9333333,2.8,2.8,6.333333333,4.0,0.002486271,-0.008958329999999987,-3.1333333999999695,0,0.0,0.0,0.002486271,0.0
2024-10-01 21:45:00,0.15222223,0.0,0.00525,0.00235078,0.00014369,26.35999947,42.31999995,427.2,3.0,3.0,4.8,3.733333333,0.00249447,0.009704859999999982,-2.7333333000000266,0,0.0,0.0,0.00249447,0.0
2024-10-01 22:00:00,0.15222223,0.0,0.00603384,0.00234021,0.00014395,26.29999924,42.27333323,425.4,3.0,3.0,5.733333333,2.733333333,0.00248416,0.0,-1.8000000000000114,0,0.0,0.0,0.00248416,0.0
2024-10-01 22:15:00,0.15222223,0.0,0.005416667,0.002342324,0.00014315,26.24000015,42.73333308,423.8666667,2.866666667,2.866666667,14.13333333,2.533333333,0.0024854739999999997,0.0,-1.5333332999999811,0,0.0,0.0,0.0024854739999999997,0.0
2024-10-01 22:30:00,0.12022569,0.0,0.006238268,0.002341267,0.00014714,26.20000076,43.13999939,422.0,2.933333333,2.933333333,26.6,3.0,0.002488407,-0.03199653999999999,-1.8666666999999961,0,0.0,0.0,0.002488407,0.0
2024-10-01 22:45:00,0.1202257,0.0,0.00575,0.002346552,0.00014528,26.20000076,43.53999964,422.8666667,2.2,2.2,37.46666667,2.8,0.002491832,1.000000000861423e-08,0.8666666999999961,0,0.0,0.0,0.002491832,0.0
2024-10-01 23:00:00,0.15407987,0.0,0.005526041,0.00235078,0.00014448,26.11333377,44.08666687,422.0,2.2,2.2,52.0,2.333333333,0.00249526,0.03385417,-0.8666666999999961,0,0.0,0.0,0.00249526,0.0
2024-10-01 23:15:00,0.12732638,0.0,0.005981758,0.002347609,0.00014342,26.10000038,44.90666682,422.5333333,2.266666667,2.266666667,80.8,2.333333333,0.002491029,-0.02675349000000002,0.5333332999999811,0,0.0,0.0,0.002491029,0.0
2024-10-01 23:30:00,0.15222223,0.0,0.00525,0.00234021,0.00014608,26.10000038,45.46666667,424.2,2.0,2.0,101.8,2.4,0.00248629,0.024895849999999997,1.6666667000000075,0,0.0,0.0,0.00248629,0.0
2024-10-01 23:45:00,0.11836805,0.0,0.005552082,0.002338096,0.00014475,26.08000031,46.01999995,424.7333333,2.0,2.0,116.2666667,2.866666667,0.002482846,-0.033854179999999984,0.533333300000038,0,0.0,0.0,0.002482846,0.0
2024-10-02 00:00:00,0.15222223,0.0,0.00630988,0.00234021,0.00014555,26.00666669,46.44666672,422.5333333,2.0,2.0,129.3333333,2.4,0.00248576,0.033854179999999984,-2.2000000000000455,0,1.0,0.0,0.0,0.0
2024-10-02 00:15:00,0.15222223,0.0,0.00525,0.002347609,0.00014422,26.0,46.78000031,421.7333333,2.0,2.0,142.9333333,2.733333333,0.002491829,0.0,-0.7999999999999545,0,0.0,0.0,0.0,0.009213411538461558
2024-10-02 00:30:00,0.1202257,0.0,0.00550781,0.002342324,0.00014315,26.0,47.08666662,422.6,2.0,2.0,149.2666667,3.266666667,0.0024854739999999997,-0.03199652999999998,0.8666666999999961,0,0.0,0.0,0.0,0.0
2024-10-02 00:45:00,0.16118056,0.0,0.00525,0.002338096,0.00014528,26.0,47.37333349,421.8666667,2.0,2.0,152.7333333,3.133333333,0.002483376,0.040954859999999996,-0.7333333000000266,0,0.0,0.0,0.0,0.018171741538461572
2024-10-02 01:00:00,0.17637153,0.0,0.00525,0.00235078,0.00014528,26.0,47.72666651,425.4666667,2.0,2.0,163.0,3.533333333,0.0024960599999999996,0.015190969999999998,3.6000000000000227,0,0.0,0.0,0.0,0.03336271153846157
2024-10-02 01:15:00,0.11836805,0.0,0.005416667,0.002344438,0.0001474,26.0,48.04666646,427.3333333,1.8,1.8,165.3333333,2.733333333,0.0024918379999999997,-0.058003479999999996,1.8666665999999736,0,0.0,0.0,0.0,0.0
2024-10-02 01:30:00,0.15222223,0.0,0.0055,0.002343381,0.00014289,25.95999985,48.3,426.4,1.6,1.6,165.4,3.133333333,0.002486271,0.033854179999999984,-0.9333333000000152,0,0.0,0.0,0.0,0.009213411538461558
2024-10-02 01:45:00,0.15222223,0.0,0.00525,0.002345495,0.0001474,25.89999962,48.51333313,424.7333333,1.733333333,1.733333333,166.2,3.2,0.002492895,0.0,-1.6666666999999507,0,0.0,0.0,0.0,0.009213411538461558
2024-10-02 02:00:00,0.14251737,0.0,0.006174465,0.002343381,0.00014475,25.89999962,48.7600001,431.1333333,1.266666667,1.266666667,164.1333333,2.666666667,0.0024881309999999998,-0.009704859999999982,6.399999999999977,0,0.0,0.0,0.0,0.0
2024-10-02 02:15:00,0.15407987,0.0,0.005757798,0.00234021,0.00014342,25.89999962,48.97333374,429.6666667,1.466666667,1.466666667,162.7333333,4.466666667,0.00248363,0.011562500000000003,-1.4666665999999964,0,0.0,0.0,0.0,0.01107105153846158
2024-10-02 02:30:00,0.12022569,0.033365887,0.005829411,0.002341267,0.00014448,25.79999924,49.09333242,434.7333333,1.4,1.4,162.6666667,6.0,0.002485747,-0.03385418000000001,5.066666600000019,0,0.0,0.033365887,0.0,0.0
2024-10-02 02:45:00,0.1514757,0.06665039,0.00525,0.002351837,0.00014528,25.79999924,49.16666641,434.1333333,1.2,1.2,154.8,6.0,0.0024971169999999997,0.031250009999999995,-0.6000000000000227,0,0.0,0.06665039,0.0,0.008466881538461563
2024-10-02 03:00:00,0.15222222,0.033284504,0.005731758,0.002348666,0.00014448,25.79999924,49.54666723,433.6,1.466666667,1.466666667,155.9333333,3.333333333,0.002493146,0.0007465200000000005,-0.5333332999999811,0,0.0,0.033284504,0.0,0.009213401538461563
