,heatcool,light,total,vent,plug
2024-01-12 1:00,,,,,
2024-01-12 1:15,0.099975586,0,0.201171875,0,0.101196289
2024-01-12 1:30,0,0,0.19921875,0,0.19921875
2024-01-12 1:45,0,0,0.099609375,0,0.099609375
2024-01-12 2:45,0.099975586,0,0.599609375,0,0.499633789
2024-01-12 3:00,0,0,0.201171875,0,0.201171875
2024-01-12 3:15,0,0,0.099609375,0,0.099609375
2024-01-12 4:15,0.100097656,0,0.5,0,0.399902344
2024-01-12 4:30,0,0,0.099609375,0,0.099609375
2024-01-12 4:45,0,0.100097656,0.400390625,0,0.300292969
2024-01-12 5:00,0,0,0.099609375,0.100006104,-0.000396729
2024-01-12 5:30,0.099975586,0.69921875,1,0,0.200805664
2024-01-12 5:45,0,0.200195313,0.30078125,0,0.100585938
2024-01-12 6:00,0,0.500488281,0.798828125,0,0.298339844
2024-01-12 6:15,0,0.499755859,0.701171875,0,0.201416016
2024-01-12 7:00,0,0.200195313,0.599609375,0,0.399414063
2024-01-12 7:30,0.199951172,0.999511719,1.30078125,0,0.101318359
2024-01-12 8:45,0.300048828,4.800292969,6.5,0.399993896,0.999664307
2024-01-12 9:00,0,0.599365234,0.8984375,0,0.299072266
2024-01-12 9:30,0.099975586,1.900146484,2.900390625,0.199981689,0.700286865
2024-01-12 9:45,0.099975586,1.400146484,2.30078125,0.200012207,0.600646973
2024-01-12 10:15,0.099975586,1.800048828,3.599609375,0.200012207,1.499572754
2024-01-12 10:30,0,1,2,0.099975586,0.900024414
2024-01-12 11:00,0.100097656,1.400146484,2.400390625,0.100006104,0.800140381
2024-01-12 11:45,0.099975586,3.5,6,0.399993896,2.000030518
2024-01-12 12:15,0.099975586,1.399658203,2.5,0.200012207,0.800354004
2024-01-12 12:45,0,1.700927734,2.5,0.200012207,0.599060059
2024-01-12 13:00,0.099975586,1.499755859,2.69921875,0.199981689,0.899505615
2024-01-12 13:15,0,0.799072266,1,0,0.200927734
2024-01-12 13:30,0.099975586,1.200683594,2.30078125,0.200012207,0.800109863
2024-01-12 14:00,0,1.599853516,2.69921875,0.199981689,0.899383545
2024-01-12 14:15,0,0.700439453,1,0,0.299560547
2024-01-12 14:30,0.100097656,1.399658203,2.201171875,0.200012207,0.501403809
2024-01-12 14:45,0,0.899658203,1.69921875,0.100006104,0.699554443
2024-01-12 15:00,0.099975586,0.700195313,1,0,0.199829102
2024-01-12 15:45,0.099975586,3.400390625,5.099609375,0,1.599243164
2024-01-12 16:00,0,0.999755859,1.30078125,0,0.301025391
2024-01-12 16:15,0,0.400146484,0.5,0,0.099853516
2024-01-12 16:30,0.099975586,1.5,2.298828125,0,0.698852539
2024-01-12 16:45,0,0.599853516,1,0.100006104,0.300140381
2024-01-12 17:15,0.099975586,1.699951172,2.6015625,0.199981689,0.601654053
2024-01-12 18:15,0.200073242,4.200195313,6.8984375,0.5,1.998168945
2024-01-12 18:30,0,0.500244141,0.900390625,0,0.400146484
2024-01-12 19:00,0.099975586,2.299560547,3.201171875,0.300018311,0.501617432
2024-01-12 19:15,0,0.5,0.798828125,0.099975586,0.198852539
2024-01-12 19:30,0,0.599853516,0.900390625,0,0.300537109
2024-01-12 19:45,0,0.200195313,0.30078125,0,0.100585938
2024-01-12 20:15,0.099975586,0,0.19921875,0.100006104,-0.000762939
2024-01-12 20:30,0,0,0.19921875,0,0.19921875
2024-01-12 20:45,0,0,0.201171875,0,0.201171875
2024-01-12 21:00,0,0,0.099609375,0,0.099609375
2024-01-12 21:30,0.099975586,0,0.30078125,0,0.200805664
2024-01-12 22:00,0,0,0.298828125,0,0.298828125
2024-01-12 22:15,0,0,0.201171875,0,0.201171875
2024-01-12 22:30,0,0,0,0,0
2024-01-12 22:45,0,0,0.19921875,0,0.19921875
2024-01-12 23:00,0.100097656,0,0.099609375,0,-0.000488281
2024-01-12 23:15,0,0,0.099609375,0,0.099609375
2024-01-12 23:30,0,0,0.201171875,0,0.201171875
2024-01-12 23:45,0,0,0.099609375,0,0.099609375
2024-01-13 0:00,0,0,0.19921875,0,0.19921875
2024-01-13 0:30,0.099975586,0,0.201171875,0.100006104,0.001190186
2024-01-13 1:30,0,0,0.599609375,0,0.599609375
2024-01-13 2:00,0.099975586,0,0.30078125,0,0.200805664
2024-01-13 2:30,0,0,0.19921875,0,0.19921875
2024-01-13 2:45,0,0,0.19921875,0,0.19921875
2024-01-13 3:15,0,0,0.30078125,0,0.30078125
2024-01-13 3:30,0.099975586,0,0.19921875,0,0.099243164
2024-01-13 3:45,0,0,0.1015625,0,0.1015625
2024-01-13 4:00,0,0,0.099609375,0,0.099609375
2024-01-13 4:30,0,0,0.400390625,0.100006104,0.300384521
2024-01-13 5:00,0.099975586,0,0.099609375,0,-0.000366211
2024-01-13 5:15,0,0,0.19921875,0,0.19921875
2024-01-13 5:30,0,0,0.099609375,0,0.099609375
2024-01-13 6:00,0,0,0.30078125,0,0.30078125
2024-01-13 6:15,0,0,0,0,0
2024-01-13 6:30,0.100097656,0,0.19921875,0,0.099121094
2024-01-13 7:45,0.099975586,0,0.80078125,0,0.700805664
2024-01-13 8:00,0,0,0.099609375,0,0.099609375
2024-01-13 8:15,0,0,0.099609375,0,0.099609375
2024-01-13 9:00,0,0,0.400390625,0.100006104,0.300384521
2024-01-13 9:30,0.099975586,0,0.30078125,0,0.200805664
2024-01-13 11:00,0.099975586,0,0.798828125,0,0.698852539
2024-01-13 11:30,0,0,0.30078125,0,0.30078125
2024-01-13 11:45,0,0,0,0,0
2024-01-13 12:15,0.099975586,0,0.400390625,0,0.300415039
2024-01-13 12:30,0,0,0.19921875,0,0.19921875
2024-01-13 13:00,0,0,0.201171875,0.099975586,0.101196289
2024-01-13 13:15,0,0,0.19921875,0,0.19921875
2024-01-13 13:30,0,0,0.099609375,0,0.099609375
2024-01-13 13:45,0,0,0.099609375,0,0.099609375
2024-01-13 14:00,0.100097656,0,0.1015625,0,0.001464844
2024-01-13 14:15,0,0,0.19921875,0,0.19921875
2024-01-13 14:45,0,0,0.19921875,0,0.19921875
2024-01-13 15:00,0,0,0.1015625,0,0.1015625
2024-01-13 15:45,0.099975586,0,0.5,0,0.400024414
2024-01-13 17:15,0.099975586,0,0.798828125,0.100006104,0.598846436
2024-01-13 17:30,0,0,0.099609375,0,0.099609375
2024-01-13 17:45,0,0,0.1015625,0,0.1015625
2024-01-13 19:00,0.099975586,0,0.69921875,0,0.599243164
2024-01-13 20:15,0.099975586,0,0.69921875,0,0.599243164
2024-01-13 20:30,0,0,0.1015625,0,0.1015625
2024-01-13 21:00,0,0,0.3984375,0,0.3984375
2024-01-13 21:15,0,0,0.1015625,0,0.1015625
2024-01-13 22:00,0.100097656,0,0.3984375,0.100006104,0.19833374
2024-01-13 22:30,0,0,0.30078125,0,0.30078125
2024-01-13 22:45,0,0,0,0,0
2024-01-13 23:15,0.099975586,0,0.30078125,0,0.200805664
2024-01-14 0:30,0.099975586,0,0.8984375,0,0.798461914
2024-01-14 1:15,0,0,0.400390625,0,0.400390625
2024-01-14 2:00,0.099975586,0,0.400390625,0.100006104,0.200408936
2024-01-14 2:15,0,0,0,0,0
2024-01-14 2:30,0,0,0.19921875,0,0.19921875
2024-01-14 3:30,0.099975586,0,0.400390625,0,0.300415039
2024-01-14 3:45,0,0,0.201171875,0,0.201171875
2024-01-14 4:00,0,0,0.099609375,0,0.099609375
2024-01-14 4:45,0.100097656,0.100097656,0.5,0,0.299804688
2024-01-14 5:15,0,0,0.19921875,0,0.19921875
2024-01-14 5:30,0,0,0.201171875,0,0.201171875
2024-01-14 6:00,0,0,0.298828125,0.100006104,0.198822021
2024-01-14 6:15,0.099975586,0,0.099609375,0,-0.000366211
2024-01-14 6:30,0,0,0.201171875,0,0.201171875
2024-01-14 6:45,0,0,0.099609375,0,0.099609375
2024-01-14 7:15,0,0,0.400390625,0,0.400390625
