timerange,plug_use,light_use,ventilation_use,heating_use,cooling_use,temperature_15min_avg,humidity_15min_avg,co2_15min_avg,pm10_15min_avg,pm25_15min_avg,tvoc_15min_avg,illuminance_15min_avg
2024-09-01 0:00,0.14735243,0,0.006453106,0.002695363,0.06297412,25.70000076,66.98666687,432.0666667,5.466666667,5.466666667,60,2.133333333
2024-09-01 0:15,0.14793403,0,0.006166667,0.002712275,0.06358193,25.70000076,67.02666626,433.9333333,5.666666667,5.666666667,58.2,2.133333333
2024-09-01 0:30,0.1554948,0,0.006,0.002709104,0.063217275,25.70000076,67.07333221,433.3333333,5.266666667,5.266666667,57.73333333,2.133333333
2024-09-01 0:45,0.1499566,0,0.006895814,0.002710162,0.06356095,25.70000076,67.15999756,433.5333333,5.866666667,5.866666667,57.73333333,2.4
2024-09-01 1:00,0.14735243,0,0.005276041,0.002709104,0.06323334,25.70000076,67.03333282,432.6,5.2,5.2,56.06666667,2.8
2024-09-01 1:15,0.14793403,0,0.006652324,0.00270699,0.0631024,25.70000076,67.03333282,430.8666667,5.066666667,5.066666667,53.26666667,2.666666667
2024-09-01 1:30,0.14793403,0,0.006424465,0.002708047,0.06343293,25.70000076,67,435.2,5,5,51.13333333,2
2024-09-01 1:45,0.11407986,0,0.006433146,0.002705933,0.06291901,25.70000076,67.03333282,431.6,4.8,4.8,50.53333333,3.133333333
2024-09-01 2:00,0.14793403,0,0.006333333,0.002711218,0.06328075,25.62666715,67.45333303,434.8,6.266666667,6.266666667,55.2,2.266666667
2024-09-01 2:15,0.1549132,0,0.006333333,0.002715447,0.0322693,25.60000038,67.7399999,428.8,7.533333333,7.533333333,58,2.666666667
2024-09-01 2:30,0.1817882,0,0.006083333,0.002711218,0.00014475,25.60000038,67.90666809,432.0666667,7.666666667,7.666666667,59,3.266666667
2024-09-01 2:45,0.14793403,0,0.006437486,0.00269642,0.06336388,25.60000038,68.00666656,432.3333333,7.533333333,7.533333333,60.6,1.733333333
2024-09-01 3:00,0.1499566,0,0.006065091,0.002703819,0.06290839,25.60000038,68.01999969,426.9333333,6.466666667,6.466666667,61.66666667,2.266666667
2024-09-01 3:15,0.14735243,0,0.006192708,0.002708047,0.10013259,25.60000038,68.06666565,429.2666667,6,6,61,1.8
2024-09-01 3:30,0.14793403,0,0.006683146,0.002711218,0.119316384,25.60000038,68.19999847,428.3333333,6.066666667,6.066666667,61.26666667,2.466666667
2024-09-01 3:45,0.14037327,0,0.006174465,0.002705933,0.11901201,25.60000038,68.23333232,428.2666667,6.133333333,6.133333333,63,2.733333333
2024-09-01 4:00,0.1817882,0,0.006398425,0.002710162,0.1194266,25.60000038,68.26666768,428.1333333,5.666666667,5.666666667,66.2,2.4
2024-09-01 4:15,0.1499566,0,0.005666667,0.00270699,0.056390997,25.60000038,68.32000122,433.5333333,6.266666667,6.266666667,67.26666667,2.533333333
